Name,Port,Date,KPI,Hour00Min00,Hour00Min15,Hour00Min30,Hour00Min45,Hour01Min00,Hour01Min15,Hour01Min30,Hour01Min45,Hour02Min00,Hour02Min15,Hour02Min30,Hour02Min45,Hour03Min00,Hour03Min15,Hour03Min30,Hour03Min45,Hour04Min00,Hour04Min15,Hour04Min30,Hour04Min45,Hour05Min00,Hour05Min15,Hour05Min30,Hour05Min45,Hour06Min00,Hour06Min15,Hour06Min30,Hour06Min45,Hour07Min00,Hour07Min15,Hour07Min30,Hour07Min45,Hour08Min00,Hour08Min15,Hour08Min30,Hour08Min45,Hour09Min00,Hour09Min15,Hour09Min30,Hour09Min45,Hour10Min00,Hour10Min15,Hour10Min30,Hour10Min45,Hour11Min00,Hour11Min15,Hour11Min30,Hour11Min45,Hour12Min00,Hour12Min15,Hour12Min30,Hour12Min45,Hour13Min00,Hour13Min15,Hour13Min30,Hour13Min45,Hour14Min00,Hour14Min15,Hour14Min30,Hour14Min45,Hour15Min00,Hour15Min15,Hour15Min30,Hour15Min45,Hour16Min00,Hour16Min15,Hour16Min30,Hour16Min45,Hour17Min00,Hour17Min15,Hour17Min30,Hour17Min45,Hour18Min00,Hour18Min15,Hour18Min30,Hour18Min45,Hour19Min00,Hour19Min15,Hour19Min30,Hour19Min45,Hour20Min00,Hour20Min15,Hour20Min30,Hour20Min45,Hour21Min00,Hour21Min15,Hour21Min30,Hour21Min45,Hour22Min00,Hour22Min15,Hour22Min30,Hour22Min45,Hour23Min00,Hour23Min15,Hour23Min30,Hour23Min45
0435_ZC_14,FlexiPacket Radio 1,2015-01-26,RX_profile_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4972_ZC_11,FlexiPacket Radio 1,2015-01-26,InDroppedPkts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35262_ZFA_11,MainBoard First Mile 200 GbEPort 1,2015-01-26,InOctets,286123284,286123284,286119432,286444832,286121053,286123336,286444110,286120472,286119614,286444321,286122930,286120513,286123833,286444680,286126058,286126058,286444487,286119557,286124055,286444151,286120209,286119321,286444846,286122694,286120527,286443985,286124293,286119514,286122794,286122794,286120209,286444165,286120527,286122682,286444405,286119323,286120363,286443585,286122848,286124170,286119323,286444625,286126671,286126671,286443656,286120306,286122971,286444446,286119397,286120306,286443833,286123693,286119587,286448196,286119541,286120513,286123407,286123407,286119791,286444596,286119958,286122737,286444914,286119514,286120777,286443599,286127182,286119859,286120127,286443917,286126099,286126099,286444846,286119598,286123666,286444192,286120363,286119434,286444682,286122848,286124197,286443903,286120004,286123378,286123311,286123311,286119600,286444682,286119641,286123127,286444001,286120363,286119682,286444625,286126446,286120984
0010_ZA_12,ODU 1 Radio 1,2015-01-26,RLTS_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0986_ZC_11,FlexiPacket GbEPort 1,2015-01-26,OutGoodPkts,3771837,3762454,3734240,3737823,3686263,3678269,3676967,3671473,3675758,3673148,3667941,3670935,3664958,3674286,3663889,3668829,3669875,3667896,3667704,3669794,3673108,3673688,3684262,3703699,3722134,3738358,3736598,3781539,3793094,3861331,3859022,3963753,3937477,4057745,4030642,4036393,4036818,4208945,4102745,4488066,4316671,4467957,4646829,4554700,4593499,4728774,4645200,4743640,4858734,4775491,5103449,5036160,5163384,5024072,5178429,5083646,5047585,4905634,4959947,4851718,4862301,4862467,4796288,4766825,4987600,4810757,4914793,4781941,4856596,4944648,4798403,4660193,4711406,4761339,4482110,4587717,4583577,4780581,4557662,4425555,4398891,4335984,4271387,4354488,4320775,4322970,4274969,4134155,4049697,3975960,3883832,4022111,3825340,3837112,3765363,3816076
32956_ZD_12,FPMR ODU Radio 1,2015-01-26,Tx_profile_3,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647
11144_ZC_11,FlexiPacket Radio 1,2015-01-26,InGoodPkts,1577031,1649819,1589447,1519196,1503749,1394081,1327750,1345190,1352724,1264243,1278106,1291613,1307973,1232236,1250489,1243820,1251261,1247840,1248657,1237269,1224889,1243788,1247009,1411289,1324001,1407300,1413451,1584581,1665911,1980603,1864596,2257921,2330626,2471107,2376312,2217942,2398148,2469929,2244283,2240357,2165935,2335852,2333992,2234680,2423623,2230442,2189775,2195689,2252785,2109802,2281537,2436372,2533590,2526816,2543563,2213019,2301956,2635457,2870051,2596585,2598903,2600571,2580053,3061319,2689921,2524909,2454382,2627616,2746929,2513590,2659136,2566554,2389948,2659550,2452939,2454201,2462407,2277381,2335544,2078074,2117525,2280080,2049287,2675738,2488766,2005147,2061641,1858851,1982504,2258476,2096546,2476699,2058390,1745880,1764708,1687294
10660_ZC_12,FlexiPacket Radio 1,2015-01-26,TX_Average_Capacity,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
3128_ZFA_11,MainBoard First Mile 200 2MTrib 3,2015-01-26,UAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0986_ZEA_11,MainBoard FPH800 2.0 e116port 2MTrib 1,2015-01-26,ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0553_ZEA_11,MainBoard FPH800 2.0 e116port 2MTrib 1,2015-01-26,SES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31514_ZEA_11,MainBoard FPH800 2.0 e116port 2MTrib 2,2015-01-26,OI,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647
4924_ZC_112,FlexiPacket Radio 1,2015-01-26,Tx_profile_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33186_ZC_11,FlexiPacket Radio 1,2015-01-26,RX_profile_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3140_ZC_13,FlexiPacket Radio 1,2015-01-26,RX_Peak_Capacity,46458917,46475644,46463797,46477705,46438114,46403591,46426028,46468686,46462812,46429050,46460032,46425397,46483644,46468881,46507749,46457284,46522206,46482795,46463434,46447402,46468218,46466028,46514068,46468881,46461050,46483111,46472242,46512145,46467701,46430585,46444832,46436873,46462820,46459878,46528533,46506779,46501268,46429034,46460896,46434892,46434262,46511983,46426610,46427054,46437542,46497010,46463838,46426545,46493995,46454044,46478408,46452719,46491450,46510836,46518044,46451927,46438157,46469722,46425769,46430012,46465706,46475523,46481575,46467701,46447612,46476864,46461728,46494685,46453777,46471523,46457527,46444315,46452557,46470987,46472242,46419216,46506865,46455159,46473110,46437494,46527135,46433268,46453074,46519329,46516864,46501381,46477446,46515918,46462917,46496808,46465858,46435434,46457551,46546674,46464921,46525931
0435_ZC_14,FlexiPacket Radio 1,2015-01-26,RX_profile_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33186_ZC_11,FlexiPacket Radio 1,2015-01-26,RX_profile_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010_ZA_12,ODU 1 Radio 1,2015-01-26,RLTS_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0434_ZEA_11,gbe4portModule GbEPort 1,2015-01-26,OutDroppedPkts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32956_ZD_12,FPMR ODU Radio 1,2015-01-26,Tx_profile_2,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647
0010_ZA_12,ODU 1 Radio 1,2015-01-26,RLTS_1_th,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52
3125_ZC_11,FlexiPacket GbEPort 1,2015-01-26,OutOctets,689884641,574520912,415923818,478234053,506162912,403661439,477914914,337349125,333158798,324537747,353735781,335866811,315647054,309273366,311093728,311625712,316887808,334304443,310432583,359679476,362215615,331606417,360739277,666057018,438127980,449016039,508965420,512291809,782119816,760396932,1167700121,1015425801,932323351,1330300954,821555248,1026069302,781290851,702184122,799199371,805373690,574153222,681261556,556907474,722898555,708349803,816420294,617569104,588864598,516245638,629051328,540341409,956054205,797371595,958119635,821517610,600618215,630319110,735292473,729450750,677869002,640834867,896239925,1030427256,918519101,773488909,736595476,827817350,1019406063,764889991,722448807,841119039,833170850,692426187,808409925,1074653979,840881048,908776572,985874115,1086480819,664094621,857006513,655573708,739820874,564978953,837578101,940408535,774664237,593005523,565117729,682752285,597372724,620974823,771320081,669370288,540646676,455071593
0010_ZC_15,FlexiPacket Radio 1,2015-01-26,Tx_profile_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0352_ZC_13,FlexiPacket Radio 1,2015-01-26,Rx_profile_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10660_ZA_11,Rx Chain 1 Radio 1 RST2,2015-01-26,ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010_ZC_15,FlexiPacket Radio 1,2015-01-26,RX_Peak_Capacity,20060576,19798672,20084240,19802912,20505936,20967919,19240720,21290880,20819248,20475862,22233552,19974003,19998736,19508573,18103216,21745392,19888048,20273438,20148646,20509292,18404256,19303337,20114327,19041656,18779167,19460226,19486249,21260080,35789336,21354160,21411032,27990008,31499128,22144384,21628690,25865259,22899272,24739152,39134439,21756248,42602184,22681624,21150981,22188336,23773793,31348905,26496552,21227560,33252323,21209320,20647445,31562064,23432248,38303888,21980000,21905000,24580720,22375360,44324106,20342816,29933802,43192344,31801056,26144176,22883680,40758666,42234327,41393928,27293600,27834776,32137416,23221737,24610904,23192520,28535104,31335328,31260080,30590344,29870400,24202114,30825984,36054621,34837392,40029322,25202240,27132488,21046779,23778867,20857016,21712576,21957893,19730056,21252864,20790602,22013824,20223547
4924_ZC_112,FlexiPacket Radio 1,2015-01-26,Tx_profile_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4924_ZC_16,FlexiPacket GbEPort 1,2015-01-26,InDroppedPkts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0553_ZEA_11,MainBoard FPH800 gbe4port GbEPort 3,2015-01-26,InGoodPkts,899841,900845,899875,899792,900867,899800,900801,899858,900696,899708,899855,900760,899877,899861,900756,899634,900807,899866,900727,899732,900721,899697,900777,899927,899717,900897,899846,899772,900799,899893,900845,899889,899615,900650,899889,900774,899806,900770,899693,900739,899686,899971,900685,899879,900625,899799,900725,899799,899980,900789,899855,899853,900826,899830,899856,900770,899848,900881,899845,899710,900887,899827,899891,900797,899837,900798,899835,899732,900809,899958,899777,900735,899676,900737,899827,900939,899842,899826,900877,899858,899776,900870,899838,899812,900878,899884,900793,899749,900604,899805,899769,900993,899741,900071,900753,899873
4298_ZC_11,FlexiPacket GbEPort 1,2015-01-26,OutGoodPkts,992367,1024583,1086216,966851,964851,963488,964335,962294,965222,964689,972812,963835,975859,962083,964901,966144,961818,962997,961582,992848,962604,968332,968593,968660,1000576,1033690,972603,982738,991435,1060742,1162582,1057242,1066723,1007342,1057908,1063310,1086344,1014820,1002343,1090192,1006427,1023577,1045471,1010224,1024135,1029189,1031480,1033521,1155865,1112298,1026917,1027433,1057509,1025402,1003615,995238,1009009,986456,1016988,1040293,1127093,1181640,1127030,1136252,1133523,1311938,1079605,1064299,1113281,1068774,1037226,1026863,1070220,1081274,1007209,1016391,1076496,1091855,1043078,1041669,1103394,1243872,1227058,1030816,1032386,1066029,1249346,1138864,1210073,1324648,1091203,1071066,1054099,1055329,1167957,1178709
0047_ZC_15,FlexiPacket Radio 1,2015-01-26,Perc_TX_Peak_Capacity,9,7,15,14,7,8,12,7,9,3,3,7,4,8,4,4,2,6,4,4,4,11,4,12,18,11,10,11,9,13,25,18,13,21,16,11,12,16,13,11,11,10,13,19,16,22,16,9,11,12,12,19,12,15,11,11,11,12,10,17,13,16,19,22,18,24,25,28,26,20,26,24,23,26,19,13,19,13,13,13,15,14,11,19,9,10,12,9,12,15,9,14,11,10,10,11
3127_ZC_11,FlexiPacket Radio 1,2015-01-26,RLTS_1_th,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69
0435_ZC_15,FlexiPacket Radio 1,2015-01-26,OutGoodPkts,1070205,1074165,1062112,1050873,1046096,1046551,1043149,1036838,1035527,1044196,1030975,1031252,1028533,1035653,1030445,1031516,1031795,1035032,1031140,1035027,1038772,1043541,1049510,1064474,1108102,1114194,1165560,1206715,1306144,1439031,1596643,1488297,1578093,1532286,1659800,1632142,1632211,1503527,1514693,1451939,1500390,1500339,1496905,1506446,1625809,1475639,1507884,1540502,1595096,1571235,1519587,1520863,1499887,1466100,1441894,1463947,1396410,1441603,1545292,1547534,1556152,1500923,1441961,1502972,1601216,1589921,1671893,1776404,1635161,1747597,1699046,1797949,1749671,1614288,1624973,1816534,1611995,1472805,1631672,1557438,1385644,1518149,1446622,1381168,1331548,1803424,2103529,1591579,1315969,1288711,1220148,1173410,1158932,1138298,1108141,1298387
37177_ZC_14,FlexiPacket Radio 1,2015-01-26,TX_Capacity_Hits,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
6090_ZC_11,FlexiPacket GbEPort 1,2015-01-26,InOctets,2668551220,2663482509,2681863987,2711795550,2672236957,2643220702,2647579667,2638470304,2644674343,2642569022,2666186811,2660648857,2674459737,2643510657,2642376702,2639972601,2646020800,2654063224,2632433645,2630449524,2638445614,2643944340,2645504264,2647507975,2658854000,2678863738,2704138085,2719555063,2700504003,2757927402,2794578860,2809579513,2832579420,2824288363,2846206802,2818597675,2818441008,2794947005,2826612112,2799492470,2818394723,2831646221,2832355285,2858638583,2814190554,2826097756,2859718387,2823522243,2805031328,2824165564,2816447260,2830584709,2836981599,2862587396,2818631658,2849427275,2796191205,2838593955,2835711207,2813204881,2848326953,2838631379,2842080265,2815704241,2870597604,3063589210,3118528057,3040668782,2912999063,3086045476,3015086686,3000067943,2862494431,2847017785,2814645369,2800145729,2791891329,2823328632,2768322545,2767370097,2778430353,2770297679,2756695339,2745695437,2749330079,2755347049,2743062015,2715589400,2732783451,2716333143,2727382765,2716676640,2689328961,2683034358,2675313723,2673664946
32956_ZD_12,FPMR ODU Radio 1,2015-01-26,Tx_profile_1,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647
31583_ZC_13,FlexiPacket GbEPort 1,2015-01-26,InOctets,1452290114,1520042095,1664909159,1544352446,1847883303,1313401113,1028443215,1141903011,1115825691,1331523904,1212257461,1230281071,1185400160,1119094285,1118561758,1062676400,946327315,842688806,849225176,793782061,858956420,813709890,833991225,909970221,989571263,919377887,1046074380,1226617343,1114927114,1493332797,1383329574,1633469078,1658890235,2088775714,2105761482,2077275888,1637116437,1664221837,1662828808,1737100510,1686676821,1799583830,1914394466,1647198283,1483911749,1273909809,1557763278,1408119461,1492952213,1661866046,1609209003,1781959110,1562637277,1388787408,1648093762,1742456679,1597338367,1694948165,1781037490,1878914568,1454911819,1577300485,1441963761,1644284225,1542391997,1796656169,1939265371,1876346981,1886425232,1850182686,2095307999,1952491915,2368411955,2769958934,1964872417,1741456978,1945677239,1837425850,2167104926,2158609952,2134503707,1825681133,1664811866,1764734302,2013084024,1808163086,1841694913,1794081093,1746191535,2152695064,1800410072,1647690250,1524456443,1906158229,1713703903,1421174484
0010_ZA_12,ODU 1 Radio 1,2015-01-26,RLTS_1,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10172_ZEA_11,MainBoard FPH800 gbe4port GbEPort 4,2015-01-26,OutGoodPkts,287010,305613,340554,288160,242377,302701,394,480168,409878,279473,178905,196205,185768,178677,174136,171660,175823,186892,178926,227550,185203,215762,240747,325350,333163,481994,532942,816839,1119801,1071587,1382858,1633632,1616737,1662103,1832697,1519527,2308,1378125,1223515,1193851,1193505,1189757,1104277,1066870,1062852,1123763,1154137,1151673,1167660,1212399,1144924,1209332,1170771,1131429,1176499,1220457,1117440,1173295,1546935,1217410,1315490,1735363,1244747,1387033,1355893,1365068,1461525,1614856,1665051,1658594,1420632,1619250,1656218,1857601,1717963,1680795,1522438,1414287,1174658,1376868,1052718,973244,937958,879744,775400,857538,775892,719506,725717,888456,693624,551911,504389,500766,748195,540541
7844_ZC_11,FlexiPacket Radio 1,2015-01-26,RLTM_min,-50,-50,-50,-50,-49,-49,-49,-50,-50,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-50,-50,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-51,-55,-51,-49,-49,-49,-49,-49,-50,-49,-49,-49,-49,-49,-50,-49,-49,-49,-49,-49,-50,-49,-49,-50,-49,-49,-49,-51,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49
