Name,Port,Date,KPI,Hour00Min00,Hour00Min15,Hour00Min30,Hour00Min45,Hour01Min00,Hour01Min15,Hour01Min30,Hour01Min45,Hour02Min00,Hour02Min15,Hour02Min30,Hour02Min45,Hour03Min00,Hour03Min15,Hour03Min30,Hour03Min45,Hour04Min00,Hour04Min15,Hour04Min30,Hour04Min45,Hour05Min00,Hour05Min15,Hour05Min30,Hour05Min45,Hour06Min00,Hour06Min15,Hour06Min30,Hour06Min45,Hour07Min00,Hour07Min15,Hour07Min30,Hour07Min45,Hour08Min00,Hour08Min15,Hour08Min30,Hour08Min45,Hour09Min00,Hour09Min15,Hour09Min30,Hour09Min45,Hour10Min00,Hour10Min15,Hour10Min30,Hour10Min45,Hour11Min00,Hour11Min15,Hour11Min30,Hour11Min45,Hour12Min00,Hour12Min15,Hour12Min30,Hour12Min45,Hour13Min00,Hour13Min15,Hour13Min30,Hour13Min45,Hour14Min00,Hour14Min15,Hour14Min30,Hour14Min45,Hour15Min00,Hour15Min15,Hour15Min30,Hour15Min45,Hour16Min00,Hour16Min15,Hour16Min30,Hour16Min45,Hour17Min00,Hour17Min15,Hour17Min30,Hour17Min45,Hour18Min00,Hour18Min15,Hour18Min30,Hour18Min45,Hour19Min00,Hour19Min15,Hour19Min30,Hour19Min45,Hour20Min00,Hour20Min15,Hour20Min30,Hour20Min45,Hour21Min00,Hour21Min15,Hour21Min30,Hour21Min45,Hour22Min00,Hour22Min15,Hour22Min30,Hour22Min45,Hour23Min00,Hour23Min15,Hour23Min30,Hour23Min45
0010_ZC_13,FlexiPacket Radio 1,2015-01-26,RX_Peak_Capacity,32008953,31449368,28101171,28823056,27013104,29617920,23333908,31542736,27758416,23947552,27312848,23924176,25990288,23140145,23121728,26150351,24003488,22998344,27710656,22960436,23176440,23403184,24525664,24692464,28914610,24731659,26381107,24925000,26203493,28045096,27561568,27758080,36803784,31988864,29428784,33254880,28201648,28167824,29147464,29803512,31773260,40978788,27974296,27719345,36246811,38561192,32776064,28816352,31250088,27339580,43446909,33383000,27684665,51399081,50283208,30546728,31171746,35317880,31468200,46996646,27393856,32072192,29523588,29340258,30154304,37181432,26328917,33481200,30350824,28153224,35020616,38468467,28960104,29647288,29854208,31084331,47496735,41903474,28124840,29315344,28914173,46465928,32099706,26535464,33588356,41078608,33692776,28282852,29407523,31769776,27953923,33114176,26844496,29902181,28337744,31193220
0352_ZC_12,FlexiPacket Radio 1,2015-01-26,RLTS_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0033_ZC_11,FlexiPacket Radio 1,2015-01-26,RX_profile_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0435_ZC_12,FlexiPacket Radio 1,2015-01-26,RX_profile_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72696_ZC_11,FlexiPacket Radio 1,2015-01-26,OutGoodPkts,8100026,8100027,8100026,8100024,8100024,8100027,8100022,8100029,8100024,8100023,8100026,8100025,8100025,8100025,8100027,8100026,8100024,8100027,8100026,8100026,8100026,8100027,8100026,8100025,8100028,8100025,8100027,8100025,8100027,8100027,8100027,8100023,8100029,8100025,8100027,8100023,8100028,8100027,8100027,8100028,8100026,8100028,8100029,8100026,8100029,8100026,8100029,8100029,8100028,8100029,8100027,8100028,8100028,8100028,8100028,8100029,8100026,8100028,8100028,8100027,8100027,8100026,8100027,8100026,8100027,8100024,8100026,8100027,8100023,8100026,8100026,8100025,8100026,8100023,8100026,8100025,8100025,8100024,8100025,8100024,8100025,8100022,8100025,8100024,8100025,8100023,8100025,8100023,8100025,8100022,8100026,8100026,8100029,8100029,8100031,8100028
0010_ZC_14,FlexiPacket Radio 1,2015-01-26,RLTS_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32926_ZC_13,FlexiPacket Radio 1,2015-01-26,RX_profile_5,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900
31583_ZC_12,FlexiPacket Radio 1,2015-01-26,TLTS_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010_ZC_13,FlexiPacket Radio 1,2015-01-26,Tx_profile_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10649_ZEA_11,MainBoard FPH800 gbe4port GbEPort 2,2015-01-26,OutDroppedPkts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11158_ZC_11,FlexiPacket Radio 1,2015-01-26,Rx_profile_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6090_ZFA_11,MainBoard First Mile 200 GbEPort 4,2015-01-26,InOctets,49955866,33306720,33306720,94631742,55612449,35703680,28759832,28495811,23348926,29167434,25148312,24848500,25370175,51400818,28202993,17708776,17708776,48500265,14248490,14948862,15199449,22848500,11388251,14817102,15856291,21845623,23971456,29366515,31906309,35496388,35496388,54394053,71428369,63152244,72851654,85224870,96660108,83821654,93104312,97472817,88791679,98566034,107412179,127682200,127682200,118925218,107425490,119199807,91862031,97412055,110787312,113949174,102781077,112774574,93351469,114531377,99815396,146534945,146534945,91691344,94098717,101314759,117118142,107749008,109184736,237003548,312623558,304389223,174726515,121239204,125616761,111954260,111954260,103947370,98427397,101172655,99137333,90340103,102270213,77640294,98063366,94972211,89603577,82643300,82820503,93998789,93998789,66935210,76324385,71710760,71002735,75813095,50420233,38993053,47979270,41253434
0171_ZA_11,Rx Chain 1 Radio 1 RST2,2015-01-26,SES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10660_ZC_11,FlexiPacket Radio 1,2015-01-26,Perc_TX_Peak_Capacity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0352_ZC_12,FlexiPacket Radio 1,2015-01-26,RLTS_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0034_ZC_12,FlexiPacket GbEPort 1,2015-01-26,InGoodPkts,918077,918089,918089,918096,918087,918118,918091,918099,918104,918089,918089,918090,918098,918089,918090,918080,918089,918088,918087,918090,918100,918078,918116,918108,918070,918089,918089,918098,918080,918099,918905,918089,918080,918089,918097,918088,918116,918090,918293,918090,918088,918080,918099,918078,918098,918081,918089,918089,918098,918089,918116,918088,918090,918089,918090,918088,918079,918089,918099,918098,918068,918087,918091,918089,918123,918079,918089,918099,918077,918108,918072,918099,918078,918098,918078,918088,918100,918076,918125,918088,918080,918087,918089,918088,918099,918097,918080,918077,918098,918089,918097,918124,918104,918091,918087,918088
0435_ZC_12,FlexiPacket Radio 1,2015-01-26,RX_profile_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4952_ZC_11,FlexiPacket Radio 1,2015-01-26,RLTS_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31880_ZD_11,FPMR ODU Radio 1,2015-01-26,RLTS_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4924_ZC_114,FlexiPacket Radio 1,2015-01-26,RX_Capacity_Hits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3140_ZA_11,BB-Modem 1 OptTrib 2,2015-01-26,SES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010_ZC_13,FlexiPacket Radio 1,2015-01-26,Tx_profile_5,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900
31583_ZC_12,FlexiPacket Radio 1,2015-01-26,TLTS_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4135_ZEA_11,MainBoard FPH800 gbe4port GbEPort 1,2015-01-26,InDroppedPkts,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
10164_ZC_11,FlexiPacket Radio 1,2015-01-26,OutGoodPkts,7758157,7685165,7627139,7569166,7549512,7543446,7653934,7595072,7596166,7535590,7501016,7503372,7501644,7485175,7484025,7484450,7478093,7485764,7480736,7488979,7513153,7513191,7532357,7559427,7528212,7619120,7660686,7787418,7710769,7860301,7997870,7986795,8078178,8106102,8008396,8056418,8093336,8062733,8151678,8096547,8028754,8051302,8107574,8234615,8190040,8223958,8201995,8317184,8198711,8195865,8229144,8202808,8294519,8277495,8209293,8262409,8159240,8178390,8083969,8221388,8337310,8390476,8268955,8186377,8188313,8370538,8514315,8397541,8351473,8635391,8474743,8348588,8270675,8572685,8519041,8424243,8510612,8387698,8377370,8406370,8380187,8386280,8367949,8310659,8372922,8394500,8279136,8187669,8214149,8203799,8034676,8123178,8031929,7752376,7671323,7642332
0553_ZD_13,FPMR ODU Radio 1,2015-01-26,RLTM_max,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-56,-56,-56,-56,-56,-56,-56,-56,-56,-57,-57,-57,-56,-56,-57,-57,-57,-57,-57,-57,-56,-56,-56,-57,-56,-57,-57,-57,-57,-57,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56
4298_ZC_11,FlexiPacket GbEPort 1,2015-01-26,InGoodPkts,965385,984983,1018656,952636,950944,949513,950011,948182,952633,951128,959168,950058,958882,948048,951255,952866,948375,947938,947733,961159,948537,953760,954377,952475,969586,987581,954251,961585,970191,1003468,1050984,1002115,1013306,985898,1029348,1033942,1036739,998405,980883,1023580,994137,998610,1011705,986871,995109,1001345,998800,1007525,1095216,1026728,996577,999969,1024645,1002322,977237,977859,983018,971711,990882,1008034,1079458,1115260,1077514,1065267,1050247,1127899,1050007,1029148,1040683,1033064,1012145,1007506,1029988,1036650,987466,995657,1032586,1041203,1009509,1012071,1030228,1109381,1092154,1002515,1007863,1015457,1101220,1060078,1105791,1170716,1075208,1035300,1023833,1017650,1089372,1029138
4884_ZEA_11,MainBoard FPH800 2.0 e116port 2MTrib 7,2015-01-26,SES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4135_ZEA_11,MainBoard FPH800 gbe4port GbEPort 4,2015-01-26,OutOctets,182396798,110207832,237816066,97373332,127826576,84179652,64689590,25045342,21713754,17043437,33358622,24135066,28848370,16540026,16521104,19324090,16625362,33096396,16933388,16410646,18640304,20488190,38353922,32428118,117235578,42625780,77259542,97982082,166862856,103641282,209692840,204655668,494712130,271601506,136779306,150795854,311278256,148922296,192143610,117480534,73063854,203625288,376713252,223131102,155741612,264662626,159858684,153589464,215509294,187321250,201163238,136246218,197992822,119034012,188049968,243651910,138221436,148875026,185434756,83418260,141566216,171567310,181104376,352871942,247338320,318050538,433241904,439054476,228181420,314177772,269378584,343233766,310964720,479445772,191278278,291684628,564592602,498356726,990912410,409611156,745371786,414738838,516496964,260488190,380930188,534427936,147809636,211716748,253489424,184021296,542303982,731004526,294241796,710867382,821665512,333573008
4924_ZC_116,FlexiPacket GbEPort 1,2015-01-26,OutDroppedPkts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11160_ZC_11,FlexiPacket Radio 1,2015-01-26,RLTS_2_th,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71
10164_ZC_11,FlexiPacket Radio 1,2015-01-26,RLTM_max,-39,-39,-39,-39,-40,-40,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-40,-40,-39,-39,-40,-40,-40,-40,-39,-39,-39,-39,-40,-40,-40,-40,-39,-40,-40,-40,-40,-40,-39,-40,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-40,-39,-39,-39,-39,-40,-40,-40,-40,-40,-40,-40
4952_ZC_11,FlexiPacket Radio 1,2015-01-26,RLTS_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32926_ZC_13,FlexiPacket GbEPort 1,2015-01-26,OutGoodPkts,3021121,3108635,3098505,2885174,2765585,2802838,2782494,2707888,2655335,2688157,2631099,2578087,2595256,2562946,2484651,2492543,2488616,2547686,2526506,2620184,2614018,2664226,2668809,2734125,2809602,2860912,3123549,3270722,3511518,4083774,4618341,4955580,5737924,6478199,6044093,6072554,5785450,6039071,6450899,6511661,6673119,7047086,6926333,7183726,7158479,7179857,6670323,6719146,6854455,7408808,8018465,7585777,7793994,8664341,8057777,7918678,7701610,7360915,7262621,6884840,7461241,7541187,7060997,7548401,7511505,7980557,8114640,7666535,7915587,8329223,8218364,8518737,8581477,7766067,7395793,7193627,6481071,6533737,5968244,5588613,5981744,5135492,5138866,5211768,5410258,5333955,4955608,4702839,4753995,4688680,4647512,4192864,4234010,3921791,3911228,3515940
0435_ZC_12,FlexiPacket Radio 1,2015-01-26,RX_profile_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635_ZA_12,ODU 2 Radio 2,2015-01-26,RLTS_4_th,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64
32956_ZD_11,FPMR ODU Radio 1,2015-01-26,Tx_profile_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3128_ZFA_11,MainBoard First Mile 200 2MTrib 2,2015-01-26,SES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0047_ZC_15,FlexiPacket Radio 1,2015-01-26,InDroppedPkts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4924_ZA_21,ODU 1 Radio 1,2015-01-26,RLTS_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3127_ZC_13,FlexiPacket Radio 1,2015-01-26,RX_profile_5,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900
11144_ZC_12,FlexiPacket Radio 1,2015-01-26,AirLoss,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647
4924_ZC_13,FlexiPacket Radio 1,2015-01-26,Tx_profile_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0171_ZA_11,ODU 1 Radio 1,2015-01-26,RLTS_3_th,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58
0047_ZC_14,FlexiPacket Radio 1,2015-01-26,RLTS_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32552_ZC_13,FlexiPacket Radio 1,2015-01-26,RLTS_4_th,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75
32552_ZC_11,FlexiPacket Radio 1,2015-01-26,RLTM_min,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-52,-52,-51,-51,-51,-52,-52,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-50,-50,-50,-50,-50,-51,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
